Timestamp,Open,High,Low,Close,Volume
2020-01-03 00:00:00,1.1170900000000001,1.117105,1.11699,1.117,43.16999977827072
2020-01-03 00:01:00,1.1169950000000002,1.1171,1.1169950000000002,1.1170900000000001,57.019999623298645
2020-01-03 00:02:00,1.11708,1.1171,1.11703,1.117045,42.73999983072281
2020-01-03 00:03:00,1.1170499999999999,1.1170900000000001,1.117045,1.1170499999999999,54.5100000500679
2020-01-03 00:04:00,1.117045,1.11706,1.11704,1.1170550000000001,12.189999878406525
2020-01-03 00:05:00,1.117035,1.11706,1.11699,1.1170499999999999,18.160000205039978
2020-01-03 00:06:00,1.117045,1.1170499999999999,1.1169950000000002,1.1170499999999999,13.10999995470047
2020-01-03 00:07:00,1.117065,1.1170900000000001,1.1170550000000001,1.11706,21.16999977827072
2020-01-03 00:08:00,1.11708,1.1171799999999998,1.11708,1.117165,27.699999809265137
2020-01-03 00:09:00,1.11717,1.117205,1.117165,1.117205,25.119999945163727
2020-01-03 00:10:00,1.117225,1.1172499999999999,1.1171799999999998,1.1171950000000002,50.39000028371811
2020-01-03 00:11:00,1.1172,1.11724,1.1171950000000002,1.11722,31.19000005722046
2020-01-03 00:12:00,1.1172149999999998,1.11728,1.117175,1.117275,53.279999911785126
2020-01-03 00:13:00,1.11728,1.1173549999999999,1.117265,1.11735,743.8699887767434
2020-01-03 00:14:00,1.11737,1.117385,1.117305,1.117305,26.879999935626984
2020-01-03 00:15:00,1.1173,1.117315,1.1172900000000001,1.117305,28.40999972075224
2020-01-03 00:16:00,1.11731,1.11731,1.1172900000000001,1.117305,18.35999995470047
2020-01-03 00:17:00,1.11731,1.11731,1.1172849999999999,1.117305,19.649999856948853
2020-01-03 00:18:00,1.11731,1.11731,1.117245,1.117245,54.85000002384186
2020-01-03 00:19:00,1.1172499999999999,1.1172499999999999,1.117195,1.117205,50.049999833106995
2020-01-03 00:20:00,1.1172,1.117225,1.117155,1.11722,66.22999972105026
2020-01-03 00:21:00,1.117225,1.1172650000000002,1.1172149999999998,1.1172499999999999,40.47999978065491
2020-01-03 00:22:00,1.117245,1.1172499999999999,1.11722,1.1172499999999999,33.17999976873398
2020-01-03 00:23:00,1.117245,1.1172499999999999,1.11724,1.117245,6.0
2020-01-03 00:24:00,1.11724,1.1172499999999999,1.11722,1.11722,19.489999890327454
2020-01-03 00:25:00,1.117215,1.117255,1.117215,1.11724,44.239999771118164
2020-01-03 00:26:00,1.1172499999999999,1.117255,1.117245,1.117245,7.860000014305115
2020-01-03 00:27:00,1.1172499999999999,1.11728,1.1172499999999999,1.117265,33.8199999332428
2020-01-03 00:28:00,1.11728,1.11728,1.117265,1.11727,16.50000011920929
2020-01-03 00:29:00,1.117265,1.117275,1.117255,1.117255,12.189999997615814
2020-01-03 00:30:00,1.11726,1.1172849999999999,1.11726,1.11728,54.44000005722046
2020-01-03 00:31:00,1.11727,1.11728,1.117255,1.11726,49.71000051498413
2020-01-03 00:32:00,1.1172499999999999,1.11728,1.117245,1.1172749999999998,60.92999982833862
2020-01-03 00:33:00,1.11727,1.1172749999999998,1.117265,1.11727,39.87000027298927
2020-01-03 00:34:00,1.117265,1.117295,1.1172499999999999,1.117295,63.78000020980835
2020-01-03 00:35:00,1.1173000000000002,1.1173099999999998,1.11727,1.11728,115.66000085324049
2020-01-03 00:36:00,1.1172749999999998,1.1172900000000001,1.11727,1.1172749999999998,59.30000054836273
2020-01-03 00:37:00,1.11727,1.117275,1.117265,1.117275,43.30999970436096
2020-01-03 00:38:00,1.117265,1.117295,1.117255,1.1172749999999998,52.63999962806702
2020-01-03 00:39:00,1.11728,1.117295,1.1172650000000002,1.1172650000000002,30.07999986410141
2020-01-03 00:40:00,1.11727,1.11728,1.11726,1.11726,38.25
2020-01-03 00:41:00,1.117265,1.117265,1.1172499999999999,1.117255,27.75
2020-01-03 00:42:00,1.1172499999999999,1.117275,1.1172499999999999,1.1172650000000002,27.019999980926514
2020-01-03 00:43:00,1.11727,1.117275,1.1172650000000002,1.1172650000000002,32.21000003814697
2020-01-03 00:44:00,1.11726,1.117275,1.11726,1.1172650000000002,27.850000001490116
2020-01-03 00:45:00,1.11727,1.117315,1.1172650000000002,1.117305,14.699999958276749
2020-01-03 00:46:00,1.1173099999999998,1.1173099999999998,1.117305,1.117305,14.25
2020-01-03 00:47:00,1.1173099999999998,1.1173099999999998,1.117305,1.1173099999999998,7.880000054836273
2020-01-03 00:48:00,1.117305,1.1173250000000001,1.117305,1.1173199999999999,10.59000015258789
2020-01-03 00:49:00,1.1173250000000001,1.11737,1.1173250000000001,1.117365,12.570000052452087
2020-01-03 00:50:00,1.117375,1.117425,1.117375,1.1174149999999998,25.739999920129776
2020-01-03 00:51:00,1.11742,1.1174300000000001,1.1174149999999998,1.11742,81.94000033289194
2020-01-03 00:52:00,1.117425,1.117475,1.11742,1.117435,74.4900000244379
2020-01-03 00:53:00,1.1174300000000001,1.1174650000000002,1.11742,1.117435,46.45999997854233
2020-01-03 00:54:00,1.11744,1.1174650000000002,1.117425,1.117455,55.54999998211861
2020-01-03 00:55:00,1.11746,1.11758,1.11746,1.1175700000000002,53.94999996572733
2020-01-03 00:56:00,1.117575,1.1175950000000001,1.11756,1.117565,55.1499999910593
2020-01-03 00:57:00,1.11756,1.11761,1.1175549999999999,1.117565,60.80000028014183
2020-01-03 00:58:00,1.11756,1.117585,1.117555,1.1175700000000002,33.83000025898218
2020-01-03 00:59:00,1.117565,1.117575,1.1175549999999999,1.11756,34.11999988555908
2020-01-03 01:00:00,1.117545,1.1175700000000002,1.1174650000000002,1.11751,70.16000062227249
2020-01-03 01:01:00,1.117515,1.117515,1.11747,1.117475,50.44999980926514
2020-01-03 01:02:00,1.11747,1.117515,1.11747,1.11751,37.5
2020-01-03 01:03:00,1.11753,1.117565,1.11753,1.11756,70.52000141143799
2020-01-03 01:04:00,1.117565,1.1175700000000002,1.11753,1.117565,54.64000004529953
2020-01-03 01:05:00,1.11756,1.117565,1.1175549999999999,1.1175549999999999,8.25
2020-01-03 01:06:00,1.11756,1.11762,1.11756,1.1176149999999998,36.62999987602234
2020-01-03 01:07:00,1.11762,1.11762,1.1175700000000002,1.1176050000000002,48.20000094175339
2020-01-03 01:08:00,1.11761,1.117645,1.11761,1.11764,12.849999904632568
2020-01-03 01:09:00,1.117645,1.117655,1.1176400000000002,1.117655,6.819999992847443
2020-01-03 01:10:00,1.11765,1.11765,1.1175899999999999,1.11762,27.1499999538064
2020-01-03 01:11:00,1.117615,1.11778,1.117615,1.117775,31.450000293552876
2020-01-03 01:12:00,1.117745,1.11778,1.11771,1.117765,25.579999938607216
2020-01-03 01:13:00,1.1177700000000002,1.1178,1.117745,1.117795,37.51000040769577
2020-01-03 01:14:00,1.1178,1.1178,1.1177549999999998,1.11776,19.930000074207783
2020-01-03 01:15:00,1.1177549999999998,1.1178,1.117705,1.117705,41.04000037908554
2020-01-03 01:16:00,1.11771,1.1177700000000002,1.1177000000000001,1.117765,65.70000004768372
2020-01-03 01:17:00,1.11776,1.117815,1.1177549999999998,1.1177549999999998,74.58000085502863
2020-01-03 01:18:00,1.11775,1.11781,1.11775,1.117775,55.540000416338444
2020-01-03 01:19:00,1.11778,1.1178599999999999,1.117765,1.11781,99.66000080108643
2020-01-03 01:20:00,1.117815,1.11783,1.1178050000000002,1.11781,54.74000032246113
2020-01-03 01:21:00,1.1178050000000002,1.1178050000000002,1.117715,1.117725,65.2200004607439
2020-01-03 01:22:00,1.1177199999999998,1.11774,1.11771,1.117715,55.77999986708164
2020-01-03 01:23:00,1.1177199999999998,1.1177199999999998,1.1176499999999998,1.117655,60.80000001192093
2020-01-03 01:24:00,1.1176599999999999,1.11769,1.117645,1.11769,39.85999969393015
2020-01-03 01:25:00,1.11768,1.11769,1.1176650000000001,1.1176849999999998,17.409999825060368
2020-01-03 01:26:00,1.11769,1.11775,1.1176750000000002,1.1177199999999998,66.33000065386295
2020-01-03 01:27:00,1.117725,1.117725,1.11764,1.117655,30.9200000166893
2020-01-03 01:28:00,1.1176499999999998,1.117655,1.1176050000000002,1.1176249999999999,60.900000870227814
2020-01-03 01:29:00,1.1176300000000001,1.117635,1.1176,1.1176,28.399999797344208
2020-01-03 01:30:00,1.1176,1.1176,1.117515,1.1175199999999998,18.139999866485596
2020-01-03 01:31:00,1.11751,1.11754,1.11747,1.117495,57.13999982178211
2020-01-03 01:32:00,1.1175000000000002,1.1175000000000002,1.117455,1.11747,64.29000028967857
2020-01-03 01:33:00,1.117475,1.11748,1.117445,1.11747,19.00999975949526
2020-01-03 01:34:00,1.117475,1.117545,1.117475,1.117545,30.140000112354755
